Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
"Matt Olson","ATL","1B",43.47999954223633,411.875,-1.39928470800047,4.40109318809652,4.906438685857733,-2.346867222312817,5.125408952724375,10.686788896365343,6.699182406227129,17.991376707997876,"14344"
"Salvador Perez","KCR","C/DH",69.61000061035156,368.209,-0.5557117456668329,2.4389776071721103,-0.7518168268959352,-2.65189182054623,2.90897267709968,1.3885298911627926,15.89206494915106,17.88600024571926,"7304"
"Aaron Judge","NYY","OF/DH",3.390000104904175,311.031,2.010046439041833,1.0267954259317058,1.507334621482645,-0.5042005297200297,4.352092566105233,8.392068522841388,8.849804582248977,17.847278510495773,"15640"
"Paul Goldschmidt","STL","1B/DH",24.700000762939453,408.548,2.1271013393736116,2.643451039002824,3.820801961754246,-0.4668103544819672,2.066393372542701,10.190937358191416,6.699182406227129,17.49552516982395,"9218"
"Bryan Reynolds","PIT","OF/DH",92.12000274658203,418.018,1.5325292927983873,1.620194787853061,3.257362001645101,-0.05937132633648635,0.5105975430392805,6.861312298999345,8.849804582248977,16.31652228665373,"19326"
"Bobby Witt Jr.","KCR","3B/SS",9.579999923706055,392.738,-1.1241451514394105,0.9066139153477246,1.0009766825585051,6.899041389638002,0.6134788248669978,8.295965660971818,7.356475195932416,16.25784626230964,"25764"
"Corey Seager","TEX","SS",53.16999816894531,379.001,4.229929440107505,1.792351361987681,2.713656107996142,-2.1856668637360377,1.7147776619045487,8.26504770825984,7.356475195932416,16.22692830959766,"13624"
"Randy Arozarena","TBR","OF/DH",35.599998474121094,385.758,0.005058722522937151,1.642964815694293,0.8054592670191671,3.9667017828770184,0.041184970495417306,6.461369558608832,8.849804582248977,15.916579546263215,"19290"
"Nolan Arenado","STL","3B/DH",34.2400016784668,392.124,0.5741334744534563,4.478341918913262,0.7802645696167557,-1.3265317243561316,2.255472713129768,6.76168095175711,8.269185234251395,15.636271591413912,"9777"
"Manny Machado","SDP","3B",13.880000114440918,394.887,0.16454923147340558,3.253579512288189,1.4720000546511436,-0.3700065047836493,1.868024414139876,6.388146707768964,8.269185234251395,15.262737347425762,"11493"
"Marcus Semien","TEX","2B",32.58000183105469,428.513,-0.40835256570985884,0.019552376179690373,4.3673755657143865,2.5080688721855893,1.1039976453364913,7.5906418937063,6.513321759337906,14.70936905844961,"12533"
"George Springer","TOR","OF/DH",78.11000061035156,379.376,-0.3064866235032817,-0.6071265718876265,2.9099236602926286,1.265025831986191,1.8166476566753795,5.077983953563291,8.849804582248977,14.533193941217672,"12856"
"Yordan Alvarez","HOU","OF/DH",14.609999656677246,296.963,3.573760130673662,1.7997518255817861,-0.7065129946547645,-2.565722888302855,2.5393454497856656,4.640621523083494,8.849804582248977,14.095831510737877,"19556"
"Will Smith","LAD","C/DH",60.439998626708984,320.134,-0.25320147443775426,0.4019028436849671,-1.3370029390378235,-2.364997042980169,0.8251186658637627,-2.728179946907017,15.89206494915106,13.769290407649446,"19197"
"Trea Turner","PHI","SS",2.5199999809265137,409.382,1.560374338886719,0.28794088616026586,1.4247166948563874,3.7454597420001567,-1.5667469857762397,5.45174467612729,7.356475195932416,13.413625277465112,"16252"
"Wander Franco","TBR","SS",85.37999725341797,380.172,3.9018892223209205,-1.034839822131341,1.6057588151601312,3.9660317481256406,-3.0584640995249783,5.380375863950374,7.356475195932416,13.342256465288195,"23667"
"Adolis Garcia","TEX","OF/DH",59.040000915527344,398.876,-4.059098099414054,3.5666162586789705,0.08125692546445881,1.6727579504222028,2.4619946460889426,3.7235276812405202,8.849804582248977,13.178737668894904,"19287"
"Bryce Harper","PHI","DH",194.25999450683594,358.637,1.4684055166624104,1.5761533703666386,0.795866372308831,0.9777961493491335,1.1445057789726896,5.962727187659703,6.513321759337906,13.081454352403014,"11579"
"Masataka Yoshida","BOS","OF/DH",199.97999572753906,356.395,6.010283852563815,-0.2091556307375232,1.0250448725044354,-1.8677881324563264,-1.4790325991056112,3.4793523627687892,8.849804582248977,12.934562350423171,"31837"
"Luis Robert","CHW","OF",47.16999816894531,368.748,0.7861156850128698,1.3297507963594846,-0.5627172480566428,0.44696531027897335,1.0640584360040473,3.064172979598732,8.849804582248977,12.519382967253112,"20043"
"Kyle Schwarber","PHI","OF/DH",53,395.215,-6.176601661307374,2.061061690543567,2.849906208116978,-1.303168155631184,5.418254300645422,2.8494523823674083,8.849804582248977,12.304662370021791,"16478"
"Daulton Varsho","TOR","C/OF",39.88999938964844,328.615,-3.3023377081621508,-0.6749389275300173,-2.0997826261137886,1.0936929946699079,0.7573738838593566,-4.225992383276693,15.89206494915106,12.271477971279772,"19918"
"Alex Bregman","HOU","3B",78.33000183105469,399.155,0.37217431984267524,2.068782609074951,2.2723673234715727,-2.2791211885490252,0.24284031049609672,2.677043374336271,8.269185234251395,11.551634013993073,"17678"
"Corbin Carroll","ARI","OF",53.630001068115234,352.974,-0.9912585966614017,0.035281940866995085,-0.6986613027991282,3.6557737137921107,-0.3266728058060722,1.6744629493925036,8.849804582248977,11.129672937046884,"25878"
"Eloy Jimenez","CHW","OF/DH",73.93000030517578,355.521,0.6286417436677703,2.4338312372432087,-1.0183107237973856,-2.7076629547004187,2.2506706062946855,1.5871699087078595,8.849804582248977,11.042379896362242,"17484"
"Adley Rutschman","BAL","C/DH",70.37999725341797,366.549,-0.162127365990495,-2.475620220157368,0.5405359689529957,-1.9921845962024987,-1.827173893842126,-5.916570107239492,15.89206494915106,10.580900247316972,"26288"
"Nathaniel Lowe","TEX","1B",105.97000122070312,398.788,1.4825194632874719,2.3298783828658687,0.7952516769106123,-1.9993862718630857,0.66156980340769,3.269833054608557,6.699182406227129,10.574420866241091,"19566"
"Jose Altuve","HOU","2B",73.83999633789062,377.215,1.753248147462906,-1.0791294217394007,2.3215624901404492,0.7045509464872466,-0.24641530516336502,3.453816857187836,6.513321759337906,10.572544021931147,"5417"
"Christian Walker","ARI","1B",132.3699951171875,394.457,-1.34365008719714,3.8214556611837716,0.6171449875975142,-2.199986510626487,2.312159028979941,3.2071230799376007,6.699182406227129,10.511710891570132,"13419"
"Christian Yelich","MIL","OF/DH",113.62000274658203,397.838,-1.7529860501992611,-2.090268385345914,2.248128529506222,3.313149566939129,-0.8889182757322047,0.8291053851679713,8.849804582248977,10.284315372822352,"11477"
"Gleyber Torres","NYY","2B",113.45999908447266,368.772,1.0430487818642165,-0.12279097968370814,0.5593805503348263,1.3823462016744625,0.05218136122243963,2.914165915412237,6.513321759337906,10.032893080155546,"16997"
"Pete Alonso","NYM","1B/DH",19.6200008392334,317.829,-0.8343051394233625,2.7076524811391907,-0.9163012410705434,-2.017432288273319,3.7697503272882043,2.709364139660171,6.699182406227129,10.013951951292704,"19251"
"Ozzie Albies","ATL","2B",56.400001525878906,359.721,1.1281968413644017,1.0149263205100933,-0.6886581770497268,0.043755127803612515,0.45656540370789506,1.9547855163362753,6.513321759337906,9.073512681079585,"16556"
"Francisco Lindor","NYM","SS",33.689998626708984,401.427,-3.078917574379123,1.8323523199883227,0.7235237564705929,0.9000429688825413,0.6764208973622712,1.0534223683246047,7.356475195932416,9.015302969662425,"12916"
"Elly De La Cruz","CIN","3B/SS",431.6600036621094,346.2,-1.6415234910627394,1.2911434764265004,-1.7495794577900905,2.21962490130125,0.7221741032607338,0.841839532135654,7.356475195932416,8.803720133473476,"26668"
"Seiya Suzuki","CHC","OF",161.74000549316406,348.512,0.09481880765616485,0.33090912051631016,-1.1098729893960284,-0.34689409926407483,0.026966081619902795,-1.0040730788677255,8.849804582248977,8.451136908786658,"30116"
"Sean Murphy","ATL","C/DH",120.11000061035156,312.571,-1.3315132261315954,-0.9925506795147226,-2.4904072261533994,-2.6747110858620773,-0.6419520925861937,-8.131134310247988,15.89206494915106,8.366336044308476,"19352"
"J.T. Realmuto","PHI","C",26.780000686645508,322.506,-1.7782142287230622,-2.7053305010273485,-3.4708958745010032,1.8767080634633106,-2.260943720360185,-8.338676261148288,15.89206494915106,8.158794093408178,"11739"
"Cedric Mullins II","BAL","OF",49.470001220703125,358.614,-1.3161768618127565,-3.812698673203755,0.22768075535411714,5.590429179918838,-2.0380549682092015,-1.3488205679527583,8.849804582248977,8.106389419701625,"17929"
"Tim Anderson","CHW","SS",84.63999938964844,395.152,3.737555249853946,-3.582452482587601,0.621446553064286,2.530051043280984,-3.1943333481856615,0.11226701542595349,7.356475195932416,8.074147616763774,"15172"
"Yandy Diaz","TBR","1B/3B",265.5400085449219,374.623,3.8097979363992813,-2.8146792710932598,2.0709438832904516,-1.9471740734106315,-2.018338486644226,-0.8994500114583843,8.269185234251395,7.975140628198418,"16578"
"Byron Buxton","MIN","OF/DH",96.19999694824219,349.24,-4.166327250384888,0.5382407376599486,-0.4481794396288185,0.06305715989349804,2.510781110484013,-1.5024276819762465,8.849804582248977,7.952782305678137,"14161"
"Steven Kwan","CLE","OF",125.2699966430664,415.65,2.4403545526364883,-4.254209213044882,2.4412561864529088,2.7049428911687965,-5.046767153410476,-1.7144227361971642,8.849804582248977,7.740787251457217,"24610"
"Nico Hoerner","CHC","2B/SS",133.7899932861328,386.097,3.2299466048386707,-3.3693294947264087,0.27660373698437607,3.9717681719863602,-4.39737561844342,-0.2883865993604218,7.356475195932416,7.673494001977399,"21479"
"Anthony Santander","BAL","OF/DH",130.82000732421875,386.512,-2.8297629550425802,2.123797221796635,-0.6116740900266341,-2.3538176848548344,1.4401318649631478,-2.2313256431642663,8.849804582248977,7.2238843444901155,"14551"
"Willy Adames","MIL","SS",92.83000183105469,394.263,-4.158102738405333,0.9336030392567957,0.69450544531994,-0.1067682988849726,1.8108330574353102,-0.8259294952782605,7.356475195932416,7.1359511060595615,"15986"
"Lourdes Gurriel Jr.","ARI","OF/DH",233.57000732421875,359.882,3.032046321530644,-0.10767096119624957,-1.9043680939144068,-1.7493791559498535,-1.9262631505435455,-2.6556350400734114,8.849804582248977,6.799574947580971,"19238"
"Teoscar Hernandez","SEA","OF/DH",74,367.957,-2.8867930628289002,1.0292608834917099,-1.8187118529575468,-0.5288203137774167,1.4767214119224252,-2.728342934149729,8.849804582248977,6.726867053504653,"13066"
"Giancarlo Stanton","NYY","OF/DH",146.2100067138672,297.616,-1.024223823500026,0.6820159134558716,-2.3209049700946034,-2.685974173374735,2.5859827785163403,-2.7631042749971533,8.849804582248977,6.692105712657229,"4949"
"Ian Happ","CHC","OF",151.25,396.865,-1.98110910771129,0.40697830443625865,-0.11224579986080244,-0.04622399069496449,-1.0979039402101818,-2.8305045340409793,8.849804582248977,6.6247054536134025,"17919"
"MJ Melendez","KCR","C/OF/DH",105.56999969482422,360.46,-4.60414561362733,-1.549165905550508,-1.7321335689033592,-1.3614514958408668,-0.7084963478818295,-9.955392931803893,15.89206494915106,6.5420774227525715,"22197"
"Nick Castellanos","PHI","OF",127.6500015258789,378.978,-0.06506189808681169,0.15353253999911493,-0.9115217238852414,-1.2194276875776793,-1.186123970409253,-3.2286027399598707,8.849804582248977,6.226607247694511,"11737"
"Dansby Swanson","CHC","SS",82.80000305175781,400.402,-1.8403901815815646,-0.2263142880812904,0.39674022235487405,0.6508315691497658,-0.7473615920561262,-1.7664942702143416,7.356475195932416,6.195386331123481,"18314"
"Esteury Ruiz","OAK","OF",223.4199981689453,366.849,-2.2161416604564046,-6.1126937581672625,-0.5696481991357099,10.116474793526438,-4.738249266803898,-3.5202580910368373,8.849804582248977,5.9349518966175445,"21780"
"Joey Meneses","WSN","1B/OF/DH",200.75,373.702,1.0447973510064894,0.4749692966607071,-1.8286811183672163,-2.5917242945991794,-0.806195838222594,-3.7068346035217923,8.849804582248977,5.74837538413259,"14366"
"William Contreras","MIL","C/DH",116.79000091552734,297.323,-1.7307122425525578,-2.24265766258351,-3.948951778691906,-2.507565154652457,-0.4935074471859488,-10.923394285666381,15.89206494915106,5.574076068890084,"20503"
"Starling Marte","NYM","OF",86.8499984741211,337.21,0.03572812490948198,-3.256332992927639,-2.3559999099064606,5.15874711252403,-3.483449951755722,-3.901307617156309,8.849804582248977,5.553902370498073,"9241"
"Josh Naylor","CLE","1B/DH",217.33999633789062,333.689,1.7535016891956903,0.359148700499786,-2.14747621694761,-1.2206000487398032,-0.6114923433954431,-1.8669182193873806,6.699182406227129,5.437669592245153,"18839"
"Rowdy Tellez","MIL","1B",146.36000061035156,345.864,-2.6093764459294806,1.5958143034972463,-1.2136913956570352,-2.4257507370299822,2.7539552685037263,-1.8990490066155248,6.699182406227129,5.405538805017009,"15679"
"Ty France","SEA","1B",179.5399932861328,393.126,1.5736612070447527,-0.05551589742552196,0.2563578584659284,-2.559232999782614,-1.1231818979139796,-1.907911729611435,6.699182406227129,5.396676082021099,"17982"
"Brandon Nimmo","NYM","OF",182.8699951171875,390.298,0.9951306867000816,-3.546598347839157,2.4414267904723297,-1.1077598875798116,-2.85687204029961,-4.0746727985461675,8.849804582248977,5.380537189108215,"12927"
"Jorge Soler","MIA","OF/DH",273.7300109863281,362.362,-4.13961099841558,0.18995803908253783,-0.25645177749798953,-2.326141466202648,2.2052325989246793,-4.327013604109001,8.849804582248977,5.128196383545381,"14221"
"Andrew Vaughn","CHW","1B/OF/DH",145.19000244140625,365.953,-0.43389320374362156,-0.052727257652176646,-1.36117401232371,-2.594278377826634,0.07518422438526919,-4.366888627160873,8.849804582248977,5.0883213604935085,"26197"
"Michael Harris II","ATL","OF",30.600000381469727,321.688,0.024142930922055,-2.4387651750941877,-2.2716420827462622,2.280671935207578,-2.136196821303097,-4.541789213013914,8.849804582248977,4.913420774640469,"25931"
"Hunter Renfroe","LAA","OF",148.63999938964844,319.39,-1.802026803119573,0.3554314232273463,-2.4645301126733044,-2.4634339276887807,1.811528543289688,-4.563030876964623,8.849804582248977,4.892179110689758,"15464"
"Alex Verdugo","BOS","OF",205.8800048828125,363.877,3.323795852126897,-3.2813557507960422,0.0630947601603117,-1.2230704524931306,-3.5489835226685225,-4.666519113670486,8.849804582248977,4.788690873983895,"17027"
"Matt Chapman","TOR","3B",157.75,377.756,-4.873192583119312,1.2611870761620263,-0.32145321121809506,-1.7277322018829335,1.465599664992881,-4.195591255065435,8.269185234251395,4.678999384591367,"16505"
"Joc Pederson","SFG","OF/DH",258.42999267578125,337.862,-1.8176592787014976,-0.21952200704900046,-1.6208398414860494,-1.9196653135330926,0.6462769493740284,-4.931409491395612,8.849804582248977,4.523800496258771,"11899"
"Xander Bogaerts","SDP","SS",90.41999816894531,365.776,0.24333559283687176,-0.11846551984945324,-1.0049280756785404,-0.7132166325649063,-1.876971042620032,-3.4702456778760595,7.356475195932416,4.4916349234617625,"12161"
"Jeremy Pena","HOU","SS",113.37999725341797,368.817,-1.9005317806373796,-0.729774903669643,-1.5812375695275085,1.1335532741821182,-0.45021857548033883,-3.5282095551327526,7.356475195932416,4.4336710462050695,"21636"
"Anthony Rizzo","NYY","1B",162.0399932861328,343.592,-1.696740684476993,0.051903324826557906,-1.077848921933747,-1.2975575130259382,0.7928888629864363,-3.227354931623684,6.699182406227129,4.077232880008849,"3473"
"J.D. Martinez","LAD","DH",212.64999389648438,339.688,-1.1075661995995498,1.2419202344223705,-1.5311542201010357,-2.719261009675569,1.021591611703439,-3.094469583250345,6.513321759337906,4.024257581492966,"6184"
"Ke'Bryan Hayes","PIT","3B",172.38999938964844,376.354,-0.30271057003161567,-2.502609344066439,-1.3680698007422858,2.854293956695258,-3.8552892941724193,-5.1743850523175015,8.269185234251395,3.7002055873393003,"18577"
"Amed Rosario","CLE","SS",115.4800033569336,391.318,1.3753891287165945,-2.350112339424396,-0.4229508818866748,1.4782290530688165,-4.343280801010773,-4.262725840536433,7.356475195932416,3.699154760801389,"15518"
"Ketel Marte","ARI","2B/DH",198.60000610351562,367.065,0.8364093289409957,-1.8759644869498966,0.3144296434277256,-0.7187016935674655,-2.1593895267918617,-3.6032167349405024,6.513321759337906,3.515510429802808,"13613"
"Jonathan India","CIN","2B/DH",175.72000122070312,385.388,-0.6052431129863657,-2.269003149341961,0.20726557513700752,1.151096764528818,-2.206722341376915,-3.7226062640394164,6.513321759337906,3.3961209007038944,"21523"
"Max Muncy","LAD","2B/3B/DH",134.77999877929688,345.045,-4.343869681380428,0.9555862479541548,-0.3612938078755215,-2.0454015972160366,2.0399154908041828,-3.7550633477136484,6.513321759337906,3.3636638170296624,"13301"
"Ryan Mountcastle","BAL","1B/DH",152.1999969482422,360.121,-1.7778356391628358,0.6778690902036746,-2.084693937800735,-1.637250657147217,0.8629726229811734,-3.9589385209259396,6.699182406227129,3.3456492907065933,"18373"
"Thairo Estrada","SFG","2B/SS/OF",164.0800018310547,345.606,-0.48894456551687804,-2.9857653893735634,-1.6563098496764803,3.3070365979231373,-2.3642673649410333,-4.188250571584818,6.513321759337906,2.930476593158493,"16426"
"Javier Baez","DET","SS",168.72000122070312,386.605,-2.813447217125529,-0.4874100618722078,-1.3407588321066004,0.2764278896639677,-0.6818280211433257,-5.0470162425836955,7.356475195932416,2.9148643587541265,"12979"
"Luis Arraez","MIA","1B/2B/DH",216.2899932861328,388.806,7.7310789945378025,-3.9742393252672295,-0.4829331714018337,-1.3249406913007904,-6.331330882463536,-4.3823650758955885,6.513321759337906,2.7363620888477223,"18568"
"Charlie Blackmon","COL","OF/DH",318.6099853515625,361.075,1.6425053571779993,-3.178691534357975,-0.6368010667495807,-1.8124356951519536,-2.787736889260499,-6.773159828342009,8.849804582248977,2.682050159312373,"7859"
"Jose Abreu","HOU","1B/DH",95.19999694824219,386.438,0.1358032638070979,0.45605836444713616,-0.9659404991182181,-2.5918080489431015,-1.6730412107524348,-4.63892813055952,6.699182406227129,2.6656596810730133,"15676"
"Andres Gimenez","CLE","2B",80.19999694824219,360.525,0.10577092228611881,-1.9146427160604915,-2.5048486610492615,2.5833934761576183,-2.8426531514240962,-4.572980130090111,6.513321759337906,2.545747034653199,"19950"
"Carlos Correa","MIN","SS",128.1699981689453,354.479,-0.31923284931410434,-0.8117063674847561,-1.1041024061131748,-2.664745978549127,-0.6601522462398903,-5.5599398477010515,7.356475195932416,2.4019407536367705,"14162"
"Willson Contreras","STL","C/DH",96.95999908447266,293.275,-3.1747393677768834,-3.81298503719026,-4.139416189686566,-1.157166764729643,-1.981874898561521,-14.266182257944875,15.89206494915106,2.231288096611591,"11609"
"Austin Hays","BAL","OF",273.8999938964844,352.58,-0.8315394778677228,-0.9772152062183698,-2.4948116749601272,-1.6072715933427437,-1.3230045061268219,-7.2338424585157854,8.849804582248977,2.221367529138597,"19363"
"Jarred Kelenic","SEA","OF",232.57000732421875,348.076,-4.730655912407656,-0.8240391098369003,-2.5720353890028647,0.8019831035045706,0.06444095675949367,-7.260306350983355,8.849804582248977,2.194903636671027,"22558"
"Keibert Ruiz","WSN","C",190.07000732421875,280.216,0.06969490463209913,-4.650751061538522,-5.686587576833069,-2.015087565949071,-2.846255334224458,-15.128986633913023,15.89206494915106,1.3684837206434435,"19610"
"Andrew Benintendi","CHW","OF",216.10000610351562,359.311,0.9259702447439053,-3.863996008652999,-1.4441331469888092,0.2763442351464388,-4.021997675338698,-8.127812351090164,8.849804582248977,1.3273976365642195,"17901"
"Andrew McCutchen","PIT","OF/DH",355.75,358.62,-2.9931461151974217,-2.948302161748568,-1.010423869281258,0.20055903219603438,-1.5725609823422588,-8.323874096373471,8.849804582248977,1.1313358912809108,"9847"
"Ryan McMahon","COL","2B/3B",191.83999633789062,337.711,-1.708752889897255,-1.6891515312583496,-2.5450994887457528,-0.6347099624821942,-1.3009490465715163,-7.87866291895507,8.269185234251395,0.9959277207017327,"15112"
"Luis Garcia","WSN","2B/SS",303.80999755859375,353.475,1.1684984864885388,-2.5766767073569152,-2.2013818778015652,-0.8635308231332758,-2.532113293377796,-7.0052042151810126,7.356475195932416,0.9566763861568088,"20391"
"Alec Bohm","PHI","1B/3B",175.80999755859375,366.341,1.1045247939194807,-1.8783603989703213,-2.9032910926047757,-1.4985765235089499,-2.7570872977438126,-7.932790518908378,8.269185234251395,0.9418001207484232,"21618"
"Anthony Rendon","LAA","3B",218.9600067138672,335.057,0.23217067601542124,-1.5896318641197118,-2.0570404588054485,-1.8726031587075085,-2.6906063232234887,-7.9777111288407365,8.269185234251395,0.8968795108160652,"12861"
"Lane Thomas","WSN","OF",289.75,362.253,-3.2092435293495587,-3.301768048481718,-1.153059248083166,0.15370631314345237,-1.128995894479999,-8.639360407250988,8.849804582248977,0.8158495804033941,"16939"
"Vinnie Pasquantino","KCR","1B/DH",93.30000305175781,316.012,1.1816631510484277,-2.0839056502933815,-2.1372686268390555,-2.4034757751232365,-1.1521885999687635,-6.595175501176009,6.699182406227129,0.7094123104565242,"27676"
"Tommy Edman","STL","2B/SS/OF",74.61000061035156,341.697,-0.03313645022952764,-4.09377719870059,-2.3360626814078813,4.1329686303895325,-4.13208332276714,-6.462091022715607,6.513321759337906,0.6566361420277042,"19470"
"Travis d'Arnaud","ATL","C",223.97999572753906,274.93,-0.9808192566446056,-4.061962159799896,-5.375235241390005,-2.6678443651856827,-2.7601205562404205,-15.845981579260611,15.89206494915106,0.6514887752958555,"7739"
"Jeff McNeil","NYM","2B/OF",194.39999389648438,357.886,4.438733227825584,-2.0689629047499496,-2.34855844908989,-1.8054015281792104,-4.718279662137675,-6.502469316331141,6.513321759337906,0.6162578484121698,"15362"
"Nolan Gorman","STL","2B/DH",372.05999755859375,321.983,-3.032741151575775,-0.49009097424110615,-2.783529675612852,-1.3819260887456624,1.174966130837491,-6.513321759337906,6.513321759337906,0.6054054054054054,"22263"
"Josh Bell","CLE","1B/DH",185.33999633789062,365.613,-1.2892254233233036,-0.31353666745658915,-1.3885878642993514,-2.546923157667117,-1.1609092934807668,-6.699182406227129,6.699182406227129,0.6054054054054054,"13145"
"Matt McLain","CIN","SS",999,354.943,-3.2436917123631295,-2.7748937679015127,-0.5622744589986038,0.7582703238247273,-1.5338855804938971,-7.356475195932416,7.356475195932416,0.6054054054054054,"29695"
"Justin Turner","BOS","3B/DH",253.80999755859375,343.658,0.9539724614732225,-1.9875305324541734,-2.2958118537113896,-1.912379883528583,-3.027435426030473,-8.269185234251395,8.269185234251395,0.6054054054054054,"5235"
"Mitch Haniger","SFG","OF",222.02999877929688,336.337,-1.9215510700954817,-1.3100901586837863,-2.9279062572694596,-2.3651645017548164,-0.3250925944454314,-8.849804582248977,8.849804582248977,0.6054054054054054,"14274"
"Cal Raleigh","SEA","C",153.7899932861328,287.137,-4.630302513461543,-3.350383107924032,-5.084024598804673,-2.4456390994405193,-0.38171562952029325,-15.89206494915106,15.89206494915106,0.6054054054054054,"21534"
"Michael Conforto","SFG","OF",235.97999572753906,333.481,-2.069008826739084,-1.8154816857240006,-2.456165306438647,-1.951654182112518,-0.8966909629626335,-9.189000963976882,8.849804582248977,0.26620902367749866,"16376"
"Alejandro Kirk","TOR","C/DH",107.29000091552734,262.896,1.0675696728973791,-5.484297989818947,-5.567337971899408,-2.697823453946754,-3.700145625362867,-16.382035368130595,15.89206494915106,0.11543498642586986,"22581"
"Harrison Bader","NYY","OF",228.3800048828125,295.297,-1.1193828129721797,-3.9622638560792014,-4.324317086399042,2.93280062677797,-2.9624707794214276,-9.435633908093882,8.849804582248977,0.019576079560499893,"18030"
"Josh Jung","TEX","3B",221.6199951171875,315.337,-1.8962740346135012,-1.3463383848231822,-3.61557980385672,-1.771109764534302,-0.2916628675333849,-8.92096485536109,8.269185234251395,-0.046374215704288235,"26299"
"Jurickson Profar","COL","OF",361.5400085449219,352.609,-0.7375535412037305,-3.6945203468872765,-0.7718907990742031,-1.3785764141207422,-3.043613608244448,-9.626154709530402,8.849804582248977,-0.17094472187601917,"10815"
"Adam Duvall","BOS","OF",318.010009765625,322.357,-5.403846497848218,-0.6345084235496187,-3.230450997419828,-1.961786760678415,1.2137674915624252,-10.016825187933655,8.849804582248977,-0.5616152002792727,"10950"
"Bryan De La Cruz","MIA","OF",260.20001220703125,336.273,-0.5685980271053205,-2.187786231855079,-3.790817480537879,-1.510928242796408,-2.1811918632459206,-10.239321845540607,8.849804582248977,-0.7841118578862245,"19600"
"Spencer Steer","CIN","1B/3B",371.9800109863281,334.015,-2.5193246670105265,-1.799573484454638,-2.888611333010028,-1.2666991783498722,-1.2516569386480028,-9.725865601473066,8.269185234251395,-0.8512749618162647,"26323"
"Leody Taveras","TEX","OF",404.489990234375,327.016,-1.7811583643311535,-3.9407442843123737,-3.4347421479121305,2.0799038882771526,-3.3756393988682487,-10.452380307146752,8.849804582248977,-0.9971703194923702,"18900"
"Cody Bellinger","CHC","OF",186.3000030517578,301.146,-2.908179960893637,-3.247862073479217,-4.169971239332765,1.4720741569676663,-1.78091504441522,-10.634854161153173,8.849804582248977,-1.1796441734987921,"15998"
